sample;wc_1;vm_1;fc_1;ac_1;c_1;h_1;o_1;n_1;s_1;cl_1;hc_1;oc_1;lhv_1;wc_2;vm_2;fc_2;ac_2;c_2;h_2;o_2;n_2;s_2;cl_2;hc_2;oc_2;lhv_2;atmosphere;temperature;residence_time;pressure;heat_rate;x_fuel1;x_fuel2
sewage_124;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;1;1;1000;1;0
sewage_125;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;2;1;1000;1;0
sewage_126;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;2;1;1000;1;0
sewage_127;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;2;1;1000;1;0
sewage_128;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;5;1;1000;1;0
sewage_129;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;5;1;1000;1;0
sewage_130;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;5;1;1000;1;0
sewage_131;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;5;1;1000;1;0
sewage_132;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;10;1;1000;1;0
sewage_133;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;10;1;1000;1;0
sewage_134;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;10;1;1000;1;0
sewage_135;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;10;1;1000;1;0
sewage_137;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;0.5;1;1000;1;0
sewage_138;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;0.5;1;1000;1;0
sewage_139;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_140;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_141;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_142;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;1;1;1000;1;0
sewage_143;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_145;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_146;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_147;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;5;1;1000;1;0
sewage_148;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;5;1;1000;1;0
sewage_149;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;10;1;1000;1;0
sewage_150;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;10;1;1000;1;0
sewage_151;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;0.5;1;1000;1;0
sewage_152;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;0.5;1;1000;1;0
sewage_153;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;0.5;1;1000;1;0
sewage_154;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_155;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_156;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_157;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_159;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;1;1;1000;1;0
sewage_160;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;1000;1;1;1000;1;0
brown_coal_161;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_162;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_163;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_164;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_165;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;600;5;1;1000;1;0
brown_coal_166;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_167;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_168;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;0.5;1;1000;1;0
brown_coal_169;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_170;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_172;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_173;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;1;1;1000;1;0
brown_coal_174;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;1000;1;1;1000;1;0
sewage_176;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_177;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_180;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_182;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_183;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_184;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_186;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;5;1;1000;1;0
brown_coal_188;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;5;1000;1;0
brown_coal_189;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;10;1000;1;0
brown_coal_190;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;20;1000;1;0
brown_coal_191;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_192;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;5;1000;1;0
brown_coal_193;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_194;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;10;1000;1;0
brown_coal_196;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;20;1000;1;0
brown_coal_197;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
brown_coal_198;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;5;1000;1;0
brown_coal_199;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;10;1000;1;0
brown_coal_200;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;20;1000;1;0
brown_coal_201;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;1;1;1000;1;0
sewage_203;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_204;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_205;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_206;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;20;1000;1;0
sewage_209;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_210;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_211;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_212;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;20;1000;1;0
sewage_213;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;1;1;1000;1;0
sewage_214;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_215;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_216;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;20;1000;1;0
sewage_217;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_218;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_219;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_220;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_221;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;5;1000;1;0
sewage_222;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_223;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_224;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_225;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_226;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;2;1;1000;1;0
sewage_227;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;10;1000;1;0
sewage_228;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_229;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;20;1000;1;0
sewage_230;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_231;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;20;1000;1;0
sewage_232;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;600;2;1;1000;1;0
sewage_233;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;3.2;53.7;6.41;36.69;32.4;4.6;17.11;3.9;2.1;1.5;1.703703704;0.396064815;13.943;N2;800;10;20;1000;1;0
brown_coal_235;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;5;1000;1;0
brown_coal_236;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_237;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;5;1000;1;0
brown_coal_238;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_239;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;5;1000;1;0
brown_coal_242;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;10;1000;1;0
brown_coal_243;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;2;1;1000;1;0
brown_coal_244;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;10;1000;1;0
brown_coal_245;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;10.8;44.2;40.9;4.2;63.4;3.9;16.2;0.9;0.6;0;0.7;0.2;20.13;N2;800;10;10;1000;1;0
