sample;wc_1;vm_1;fc_1;ac_1;c_1;h_1;o_1;n_1;s_1;cl_1;hc_1;oc_1;lhv_1;wc_2;vm_2;fc_2;ac_2;c_2;h_2;o_2;n_2;s_2;cl_2;hc_2;oc_2;lhv_2;atmosphere;temperature;residence_time;pressure;heat_rate;x_fuel1;x_fuel2
wood_108;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;400;10;1;1000;1;0
wood_5;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_7;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_21;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_61;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_62;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_109;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_110;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_111;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;600;10;1;1000;1;0
wood_8;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_9;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_22;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_27;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_28;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_69;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_70;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_71;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_72;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;800;10;1;1000;1;0
wood_10;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1000;10;1;1000;1;0
wood_11;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1000;10;1;1000;1;0
wood_23;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1000;10;1;1000;1;0
wood_29;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1000;10;1;1000;1;0
wood_30;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1000;10;1;1000;1;0
wood_31;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1000;10;1;1000;1;0
wood_14;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1200;10;1;1000;1;0
wood_16;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1200;10;1;1000;1;0
wood_25;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1200;10;1;1000;1;0
wood_63;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1200;10;1;1000;1;0
wood_64;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;N2;1200;10;1;1000;1;0
wood_8;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_9;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_22;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_27;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_28;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_69;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_70;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_71;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_72;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;1;1000;1;0
wood_41;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_42;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_43;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_65;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_66;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_121;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_38;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_39;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_40;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_35;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_36;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_37;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_125;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_113;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_114;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_115;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_117;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_138;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_139;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_140;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;5;1000;1;0
wood_120;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_122;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_123;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_124;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_141;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_142;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;10;1000;1;0
wood_143;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_144;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_145;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_146;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;1000;10;20;1000;1;0
wood_44;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;0.5;1;1000;1;0
wood_45;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;0.5;1;1000;1;0
wood_46;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;0.5;1;1000;1;0
wood_48;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;0.5;1;1000;1;0
wood_103;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;0.5;1;1000;1;0
wood_5;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_7;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_21;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_61;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_62;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_109;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_110;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_111;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1;1;1000;1;0
wood_126;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_127;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_128;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_137;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_148;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_150;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_151;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;1.5;1;1000;1;0
wood_49;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;2;1;1000;1;0
wood_50;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;2;1;1000;1;0
wood_51;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;2;1;1000;1;0
wood_58;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;2;1;1000;1;0
wood_52;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;5;1;1000;1;0
wood_53;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;5;1;1000;1;0
wood_54;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;5;1;1000;1;0
wood_55;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;10;1;1000;1;0
wood_56;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;10;1;1000;1;0
wood_57;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;600;10;1;1000;1;0
wood_73;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;0.5;1;1000;1;0
wood_75;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;0.5;1;1000;1;0
wood_76;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;0.5;1;1000;1;0
wood_88;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;0.5;1;1000;1;0
wood_69;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1;1;1000;1;0
wood_70;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1;1;1000;1;0
wood_71;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1;1;1000;1;0
wood_72;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1;1;1000;1;0
wood_129;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1.5;1;1000;1;0
wood_131;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1.5;1;1000;1;0
wood_132;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1.5;1;1000;1;0
wood_152;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1.5;1;1000;1;0
wood_153;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;1.5;1;1000;1;0
wood_78;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;2;1;1000;1;0
wood_79;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;2;1;1000;1;0
wood_81;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;2;1;1000;1;0
wood_82;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;7.6;75.4;16.4;0.6;50.4;5.7;35.3;0.3;0.1;0;1.4;0.5;19.843;;800;5;1;1000;1;0
